,Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price,lastUpdated,US_retailPrice,ownedBy,wantedBy
701,21172-1,The Ruined Portal,2021.0,Minecraft,Licensed,Minifig-scale,Normal,Box,2.0,Retail,316.0,2.0,1757.0,3.9,29.99,1.0,28.0,2021-05-31T20:30:35.49Z,29.99,1780.0,588.0
702,21173-1,The Sky Tower,2021.0,Minecraft,Licensed,Minifig-scale,Normal,Box,2.0,Retail,565.0,1.0,846.0,3.9,59.99,3.0,44.99,2021-05-31T20:30:37.493Z,59.99,855.0,538.0
703,21174-1,The Modern Treehouse,2021.0,Minecraft,Licensed,Minifig-scale,Normal,Box,2.0,Retail,909.0,4.0,679.0,0.0,119.99,3.0,95.0,2021-05-31T20:30:39.62Z,119.99,689.0,586.0
704,21176-1,The Jungle Abomination,2021.0,Minecraft,Licensed,Minifig-scale,Normal,Box,2.0,Retail,489.0,5.0,1032.0,4.3,39.99,7.0,75.0,2021-05-31T20:30:42.35Z,39.99,1045.0,516.0
705,21177-1,The Creeper Ambush,2022.0,Minecraft,Licensed,Minifig-scale,Normal,Box,2.0,Retail,72.0,2.0,2355.0,4.0,9.99,4.0,11.0,2022-08-21T18:49:22.61Z,9.99,2418.0,389.0
706,21178-1,The Fox Lodge,2022.0,Minecraft,Licensed,Minifig-scale,Normal,Box,2.0,Retail,193.0,2.0,2384.0,4.1,19.99,5.0,19.99,2021-12-31T17:43:08.657Z,19.99,2433.0,550.0
708,21180-1,The Guardian Battle,2022.0,Minecraft,Licensed,Minifig-scale,Normal,Box,2.0,Retail,255.0,1.0,1642.0,4.3,24.99,1.0,18.0,2021-12-31T17:43:16.36Z,24.99,1666.0,513.0
711,21184-1,The Bakery,2022.0,Minecraft,Licensed,Minifig-scale,Normal,Box,2.0,Retail,154.0,3.0,888.0,0.0,24.99,1.0,25.0,2022-08-21T18:49:35.89Z,24.99,919.0,341.0
715,21188-1,The Llama Village,2022.0,Minecraft,Licensed,Minifig-scale,Normal,Box,2.0,Retail,1252.0,6.0,576.0,0.0,129.99,3.0,96.03,2022-08-21T18:50:12.173Z,129.99,601.0,614.0
716,21189-1,The Skeleton Dungeon,2022.0,Minecraft,Licensed,Minifig-scale,Normal,Box,2.0,Retail,364.0,4.0,732.0,0.0,34.99,1.0,39.99,2022-06-19T08:28:44.91Z,34.99,766.0,436.0
718,21226-1,Art Project - Create Together,2021.0,Art,Art and crafts,Miscellaneous,Normal,Box,25.0,Retail,4138.0,,1679.0,4.0,119.99,7.0,99.9586,2021-10-17T12:14:23.63Z,119.99,1704.0,549.0
720,21241-1,The Bee Cottage,2023.0,Minecraft,Licensed,Minifig-scale,Normal,Box,2.0,Retail,254.0,2.0,470.0,0.0,24.99,1.0,25.0,2023-01-13T01:05:29.07Z,24.99,517.0,388.0
724,21245-1,The Panda Haven,2023.0,Minecraft,Licensed,Minifig-scale,Normal,Box,2.0,Retail,553.0,2.0,213.0,0.0,49.99,1.0,44.49,2023-01-13T09:05:30.423Z,49.99,241.0,400.0
726,21301-1,Birds,2015.0,Ideas,Miscellaneous,,Normal,Box,3.0,Retail - limited,580.0,,7648.0,4.4,44.99,18.0,138.0,2022-01-18T10:38:44.5Z,44.99,7659.0,2841.0
727,21302-1,The Big Bang Theory,2015.0,Ideas,Miscellaneous,Licensed,Normal,Box,2.0,Retail - limited,484.0,7.0,14019.0,4.3,59.99,26.0,209.44,2022-01-18T10:37:52.813Z,59.99,14040.0,3485.0
728,21303-1,WALL-E,2015.0,Ideas,Miscellaneous,Licensed,Normal,Box,2.0,Retail - limited,677.0,,17320.0,4.5,59.99,24.0,293.7948,2022-01-18T10:32:12.683Z,59.99,17353.0,5403.0
729,21304-1,Doctor Who,2015.0,Ideas,Miscellaneous,Licensed,Normal,Box,2.0,Retail - limited,623.0,6.0,12156.0,4.5,59.99,20.0,159.59,2022-01-18T10:32:54.39Z,59.99,12184.0,2633.0
730,21305-1,Maze,2016.0,Ideas,Miscellaneous,,Normal,Box,2.0,Retail - limited,769.0,,4628.0,4.2,69.99,4.0,148.1881,2022-01-18T10:30:03.953Z,69.99,4632.0,2380.0
731,21306-1,The Beatles Yellow Submarine,2016.0,Ideas,Miscellaneous,Licensed,Normal,Box,11.0,Retail - limited,553.0,5.0,12388.0,4.4,59.99,34.0,104.5835,2022-01-18T10:29:25.65Z,59.99,12411.0,2822.0
732,21308-1,Adventure Time,2017.0,Ideas,Miscellaneous,Licensed,Normal,Box,11.0,Retail - limited,495.0,,2948.0,3.6,49.99,8.0,73.0,2022-01-18T10:26:22.57Z,49.99,2954.0,1164.0
733,21309-1,NASA Apollo Saturn V,2017.0,Ideas,Miscellaneous,NASA,Normal,Box,10.0,Retail - limited,1969.0,,23892.0,4.7,119.99,44.0,175.0,2022-01-18T10:24:45.767Z,119.99,23945.0,3350.0
734,21310-1,Old Fishing Store,2017.0,Ideas,Miscellaneous,,Normal,Box,10.0,Retail - limited,2049.0,4.0,14617.0,4.7,149.99,36.0,499.9,2022-01-18T10:24:12.71Z,149.99,14640.0,6723.0
735,21311-1,Voltron,2018.0,Ideas,Miscellaneous,Licensed,Normal,Box,20.0,Retail - limited,2321.0,,7916.0,4.5,179.99,18.0,375.0,2022-01-18T10:21:36.51Z,179.99,7936.0,2978.0
736,21312-1,Women of NASA,2017.0,Ideas,Miscellaneous,NASA,Normal,Box,10.0,Retail - limited,231.0,4.0,11468.0,4.1,24.99,33.0,39.99,2022-01-18T10:23:36.547Z,24.99,11493.0,1900.0
737,21313-1,Ship in a Bottle,2018.0,Ideas,Miscellaneous,,Normal,Box,10.0,Retail - limited,962.0,,14892.0,4.3,69.99,27.0,97.9575,2022-01-18T10:22:04.627Z,69.99,14927.0,3313.0
738,21314-1,TRON: Legacy,2018.0,Ideas,Miscellaneous,Licensed,Normal,Box,8.0,Retail - limited,230.0,3.0,10390.0,4.2,34.99,47.0,74.99,2022-01-18T10:20:43.453Z,34.99,10405.0,2471.0
739,21315-1,Pop-Up Book,2018.0,Ideas,Miscellaneous,,Normal,Box,2.0,Retail,859.0,5.0,8988.0,4.2,69.99,12.0,60.0,2022-01-18T10:19:37.067Z,69.99,8998.0,2285.0
740,21316-1,The Flintstones,2019.0,Ideas,Miscellaneous,Licensed,Normal,Box,10.0,Retail - limited,748.0,4.0,11051.0,4.1,59.99,24.0,60.0,2022-01-18T10:17:53.803Z,59.99,11085.0,2699.0
741,21317-1,Steamboat Willie,2019.0,Ideas,Miscellaneous,Licensed,Normal,Box,10.0,Retail - limited,751.0,2.0,10180.0,4.3,89.99,35.0,157.03,2022-01-18T10:18:32.787Z,89.99,10208.0,2915.0
742,21318-1,Tree House,2019.0,Ideas,Miscellaneous,,Normal,Box,10.0,Retail - limited,3036.0,4.0,15647.0,4.5,249.99,28.0,151.2,2022-01-18T10:15:53.007Z,249.99,15717.0,4874.0
743,21319-1,Central Perk,2019.0,Ideas,Miscellaneous,Licensed,Normal,Box,10.0,Retail - limited,1070.0,7.0,19805.0,4.4,59.99,42.0,50.0,2022-01-18T10:14:36.55Z,59.99,19908.0,1890.0
744,21320-1,Dinosaur Fossils,2019.0,Ideas,Miscellaneous,,Normal,Box,14.0,Retail - limited,910.0,2.0,12166.0,4.2,59.99,50.0,63.5248,2022-01-18T09:52:33.78Z,59.99,12215.0,2986.0
745,21321-1,International Space Station,2020.0,Ideas,Miscellaneous,NASA,Normal,Box,10.0,Retail - limited,864.0,,15203.0,4.3,69.99,37.0,71.0216,2022-01-18T09:51:26.907Z,69.99,15289.0,2861.0
746,21322-1,Pirates of Barracuda Bay,2020.0,Ideas,Miscellaneous,,Normal,Box,7.0,Retail - limited,2545.0,10.0,14552.0,4.7,199.99,55.0,296.3876,2023-01-28T11:29:47.53Z,199.99,14604.0,5034.0
747,21323-1,Grand Piano,2020.0,Ideas,Miscellaneous,,Normal,Box,7.0,Retail - limited,3662.0,,4678.0,4.5,399.99,1.0,300.0,2022-01-18T09:49:52.85Z,399.99,4698.0,3275.0
748,21324-1,123 Sesame Street,2020.0,Ideas,Miscellaneous,Licensed,Normal,Box,7.0,Retail - limited,1367.0,6.0,9539.0,4.3,119.99,54.0,120.0,2022-01-18T09:48:34.82Z,119.99,9590.0,2482.0
749,21325-1,Medieval Blacksmith,2021.0,Ideas,Miscellaneous,,Normal,Box,2.0,Retail - limited,2164.0,4.0,15524.0,4.7,179.99,37.0,150.0,2022-01-18T09:40:27.69Z,179.99,15647.0,4509.0
750,21326-1,Winnie the Pooh,2021.0,Ideas,Miscellaneous,Licensed,Normal,Box,8.0,Retail - limited,1265.0,5.0,11437.0,4.5,99.99,8.0,85.8384,2022-01-18T09:41:12.22Z,99.99,11551.0,3038.0
751,21327-1,Typewriter,2021.0,Ideas,Miscellaneous,,Normal,Box,7.0,Retail - limited,2079.0,,5216.0,4.6,249.99,2.0,200.0,2022-01-18T09:41:55.953Z,249.99,5251.0,2933.0
752,21328-1,Seinfeld,2021.0,Ideas,Miscellaneous,Licensed,Normal,Box,7.0,Retail - limited,1326.0,5.0,6688.0,4.4,79.99,36.0,75.0,2022-01-18T09:42:22.833Z,79.99,6754.0,1267.0
753,21329-1,Fender Stratocaster,2021.0,Ideas,Miscellaneous,Licensed,Normal,Box,7.0,Retail - limited,1074.0,,4119.0,4.3,119.99,1.0,69.99,2022-01-18T09:43:27.627Z,119.99,4161.0,1753.0
754,21330-1,Home Alone,2021.0,Ideas,Miscellaneous,Licensed,Normal,Box,8.0,Retail - limited,3955.0,5.0,8013.0,4.6,299.99,16.0,249.99,2022-01-18T09:44:15.493Z,299.99,8089.0,3427.0
755,21331-1,Sonic the Hedgehog - Green Hill Zone,2022.0,Ideas,Miscellaneous,Licensed,Normal,Box,7.0,Retail - limited,1125.0,1.0,5084.0,4.1,79.99,4.0,58.0,2022-01-18T10:02:15.72Z,79.99,5136.0,1572.0
756,21332-1,The Globe,2022.0,Ideas,Miscellaneous,,Normal,Box,7.0,Retail - limited,2585.0,,3852.0,4.2,229.99,3.0,165.0,2022-01-18T09:36:58.947Z,229.99,3895.0,2855.0
757,21333-1,Vincent van Gogh - The Starry Night,2022.0,Ideas,Miscellaneous,Licensed,Normal,Box,7.0,Retail - limited,2316.0,1.0,5728.0,4.6,169.99,7.0,149.95,2022-11-07T00:11:48.823Z,169.99,5840.0,2964.0
758,21334-1,Jazz Quartet,2022.0,Ideas,Miscellaneous,,Normal,Box,21.0,Retail - limited,1606.0,,1947.0,4.7,99.99,2.0,89.9,2022-10-01T06:41:27.36Z,99.99,2005.0,1275.0
759,21335-1,Motorized Lighthouse,2022.0,Ideas,Miscellaneous,,Normal,Box,9.0,Retail - limited,2065.0,2.0,3743.0,4.7,299.99,1.0,285.0,2023-01-15T09:39:50.467Z,299.99,3859.0,3766.0
760,21336-1,The Office,2022.0,Ideas,Miscellaneous,Licensed,Normal,Box,7.0,Retail - limited,1164.0,15.0,3955.0,4.6,119.99,22.0,94.99,2022-10-01T06:55:00.76Z,119.99,4082.0,2439.0
762,21338-1,A-Frame Cabin,2023.0,Ideas,Miscellaneous,,Normal,Box,9.0,LEGO exclusive,2082.0,4.0,2787.0,4.4,179.99,1.0,165.56,2023-02-16T08:43:39.35Z,179.99,3024.0,3473.0
763,21339-1,BTS Dynamite,2023.0,Ideas,Miscellaneous,Licensed,Normal,Box,7.0,LEGO exclusive,749.0,7.0,352.0,0.0,99.99,16.0,15.99,2023-02-16T09:14:31.417Z,99.99,394.0,516.0
765,2141-1,Surge 2.0,2011.0,HERO Factory,Constraction,Ordeal of Fire,Normal,Plastic canister,2.0,Retail,30.0,,1925.0,3.7,7.99,1.0,29.99,2020-09-30T00:48:21.573Z,7.99,1929.0,426.0
766,2142-1,Breez 2.0,2011.0,HERO Factory,Constraction,Ordeal of Fire,Normal,Plastic canister,2.0,Retail,29.0,,1733.0,3.7,7.99,1.0,30.0,2020-09-30T00:48:35.26Z,7.99,1737.0,441.0
768,2144-1,Nex 3.0,2011.0,HERO Factory,Constraction,Savage Planet,Normal,Plastic canister,2.0,Retail,29.0,,1630.0,3.8,7.99,1.0,29.98,2020-09-30T00:50:31.857Z,7.99,1638.0,442.0
770,2170-1,Cole DX,2011.0,Ninjago,Action/Adventure,Spinners,Normal,{Not specified},2.0,{Not specified},21.0,1.0,2629.0,3.8,9.99,6.0,28.0,,,,
771,2171-1,Zane DX,2011.0,Ninjago,Action/Adventure,Spinners,Normal,Blister pack,2.0,Retail,22.0,1.0,2332.0,3.5,9.99,4.0,26.0,2011-03-03T14:53:10.207Z,9.99,2338.0,843.0
774,2174-1,Kruncha,2011.0,Ninjago,Action/Adventure,Spinners,Normal,Blister pack,2.0,Retail,24.0,1.0,2432.0,3.5,9.99,17.0,8.0,2011-03-24T04:03:59.647Z,9.99,2438.0,745.0
775,2175-1,Wyplash,2011.0,Ninjago,Action/Adventure,Spinners,Normal,{Not specified},2.0,{Not specified},23.0,1.0,2567.0,3.5,9.99,15.0,10.332,2011-03-24T04:04:01.19Z,9.99,2574.0,741.0
779,2192-1,Drilldozer,2011.0,HERO Factory,Constraction,Ordeal of Fire,Normal,Box,2.0,Retail,61.0,,1480.0,3.6,12.99,1.0,85.0,2020-09-30T00:51:59.22Z,12.99,1483.0,521.0
783,2231-1,Waspix,2011.0,HERO Factory,Constraction,Savage Planet,Normal,Box,1.0,Retail,48.0,,1389.0,3.8,12.99,1.0,30.0,2020-09-30T00:53:24.007Z,12.99,1388.0,532.0
789,2255-1,Sensei Wu,2011.0,Ninjago,Action/Adventure,Spinners,Normal,{Not specified},2.0,{Not specified},20.0,1.0,3353.0,3.9,9.99,3.0,20.0,2011-03-24T04:04:09.813Z,9.99,3361.0,866.0
790,2256-1,Lord Garmadon,2011.0,Ninjago,Action/Adventure,Spinners,Normal,{Not specified},2.0,{Not specified},23.0,1.0,2884.0,3.6,9.99,8.0,18.6639,2011-03-24T04:04:11.503Z,9.99,2887.0,888.0
791,2257-1,Spinjitzu Starter Set,2011.0,Ninjago,Action/Adventure,Spinners,Normal,{Not specified},2.0,{Not specified},57.0,2.0,3685.0,3.7,19.99,3.0,38.144,2010-12-23T03:01:48.88Z,19.99,3695.0,743.0
792,2258-1,Ninja Ambush,2011.0,Ninjago,Action/Adventure,Pilot Season,Normal,Box,1.0,{Not specified},71.0,2.0,7509.0,3.7,6.99,2.0,29.25,2016-05-18T14:16:03.583Z,6.99,7534.0,1074.0
793,2259-1,Skull Motorbike,2011.0,Ninjago,Action/Adventure,Pilot Season,Normal,Box,1.0,{Not specified},157.0,2.0,5732.0,3.7,14.99,1.0,30.892,2016-05-18T14:09:56.017Z,14.99,5748.0,1314.0
794,2260-1,Ice Dragon Attack,2011.0,Ninjago,Action/Adventure,Pilot Season,Normal,Box,1.0,{Not specified},158.0,2.0,6796.0,3.8,19.99,2.0,150.0,2016-05-18T14:09:38.873Z,19.99,6819.0,1816.0
795,2263-1,Turbo Shredder,2011.0,Ninjago,Action/Adventure,Pilot Season,Normal,Box,4.0,{Not specified},298.0,3.0,3336.0,3.7,29.99,1.0,125.0,2016-05-18T13:48:37.98Z,29.99,3345.0,1434.0
798,2304-1,Large Building Plate,1992.0,Duplo,Pre-school,,Normal,{Not specified},0.0,{Not specified},1.0,,1599.0,3.5,14.99,3.0,7.0,2000-12-03T00:00:00Z,14.99,1599.0,58.0
799,2504-1,Spinjitzu Dojo,2011.0,Ninjago,Action/Adventure,Pilot Season,Normal,Box,4.0,{Not specified},373.0,3.0,3990.0,3.8,49.99,2.0,90.0,2021-02-09T08:15:18.97Z,49.99,4003.0,1747.0
800,2505-1,Garmadon's Dark Fortress,2011.0,Ninjago,Action/Adventure,Pilot Season,Normal,Box,4.0,{Not specified},518.0,6.0,2672.0,4.2,69.99,1.0,340.0,2016-05-18T13:35:51.943Z,69.99,2676.0,1998.0
801,2506-1,Skull Truck,2011.0,Ninjago,Action/Adventure,Pilot Season,Normal,Box,4.0,{Not specified},515.0,4.0,2611.0,4.3,59.99,2.0,200.0,2016-05-18T13:36:25.553Z,59.99,2621.0,1575.0
802,2507-1,Fire Temple,2011.0,Ninjago,Action/Adventure,Pilot Season,Normal,Box,6.0,Retail,1174.0,7.0,4061.0,4.5,119.99,1.0,293.7744,2019-07-25T17:17:15.647Z,119.99,4068.0,2876.0
803,2508-1,Blacksmith Shop,2011.0,Ninjago,Action/Adventure,Pilot Season,Normal,Box,2.0,{Not specified},189.0,2.0,2586.0,4.0,19.99,3.0,86.99,2016-05-18T14:00:08.317Z,19.99,2591.0,1545.0
804,2509-1,Earth Dragon Defense,2011.0,Ninjago,Action/Adventure,Pilot Season,Normal,Box,2.0,{Not specified},227.0,2.0,2847.0,4.2,34.99,2.0,270.0,2019-07-26T00:09:20.703Z,34.99,2859.0,2278.0
806,2518-1,Nuckal's ATV,2011.0,Ninjago,Action/Adventure,Pilot Season,Normal,Box,2.0,{Not specified},174.0,2.0,2006.0,3.1,24.99,3.0,65.0,2021-02-09T08:18:53.543Z,24.99,2016.0,1198.0
807,2519-1,Skeleton Bowling,2011.0,Ninjago,Action/Adventure,Pilot Season,Normal,Box,1.0,{Not specified},371.0,7.0,2110.0,3.6,29.99,5.0,75.0,2021-02-09T08:19:34Z,29.99,2120.0,1336.0
808,2520-1,Ninjago Battle Arena,2011.0,Ninjago,Action/Adventure,Pilot Season,Normal,Box,2.0,{Not specified},463.0,2.0,1278.0,3.3,49.99,1.0,98.98,2021-02-09T08:20:24.127Z,49.99,1279.0,1172.0
812,2856079-1,Creationary Booster Pack,2011.0,Games,Miscellaneous,Creationary,Extended,Blister pack,0.0,LEGO exclusive,10.0,,274.0,0.0,3.99,2.0,21.25,,,,
813,2856134-1,Ninjago Card Shrine,2011.0,Ninjago,Action/Adventure,Promotional,Extended,Polybag,0.0,LEGO exclusive,98.0,,561.0,0.0,6.99,2.0,10.0,,,,
814,30242-1,Republic Frigate,2013.0,Star Wars,Licensed,The Clone Wars,Normal,Polybag,2.0,Promotional,45.0,,3163.0,3.9,4.99,20.0,10.99,,,,
815,30357-1,Road Worker,2018.0,City,Modern day,Construction,Normal,Polybag,2.0,Retail - limited,58.0,1.0,5023.0,3.8,3.99,14.0,6.7328,2020-06-04T08:06:56.88Z,3.99,5034.0,954.0
816,30359-1,Police Water Plane,2018.0,City,Modern day,Mountain Police,Normal,Polybag,2.0,Retail - limited,48.0,1.0,2286.0,3.5,3.99,7.0,3.6679,2020-06-04T08:07:31.2Z,3.99,2292.0,444.0
817,30360-1,Arctic Ice Saw,2018.0,City,Modern day,Arctic,Normal,Polybag,2.0,Retail - limited,43.0,1.0,2849.0,3.5,3.99,13.0,6.0,2020-06-04T08:10:37.39Z,3.99,2856.0,704.0
818,30365-1,Space Satellite,2019.0,City,Modern day,Mars Exploration,Normal,Polybag,2.0,Retail - limited,36.0,1.0,7609.0,3.9,3.99,202.0,4.5,2022-11-27T20:02:14.05Z,3.99,7630.0,1132.0
819,30369-1,Beach Buggy,2020.0,City,Modern day,Beach,Normal,Polybag,2.0,LEGO exclusive,45.0,1.0,4123.0,3.5,4.99,28.0,5.5,2023-01-31T10:59:54.867Z,4.99,4126.0,732.0
820,30382-1,Baby Velociraptor Playpen,2018.0,Jurassic World,Licensed,Fallen Kingdom,Normal,Polybag,2.0,Promotional,48.0,,6964.0,3.7,3.99,52.0,6.0,2020-05-15T02:30:17.077Z,3.99,6975.0,839.0
821,30385-1,Super Mushroom Surprise,2020.0,Super Mario,Licensed,Expansion Set,Normal,Polybag,2.0,Retail - limited,18.0,1.0,5513.0,3.6,4.99,202.0,3.98,2023-01-28T23:39:10.673Z,4.99,5531.0,667.0
822,30387-1,Bob Minion with Robot Arms,2021.0,Minions: The Rise of Gru,Licensed,Promotional,Normal,Polybag,2.0,LEGO exclusive,75.0,1.0,1974.0,4.0,4.99,79.0,9.0,2023-01-24T11:01:00.573Z,4.99,1978.0,565.0
823,30403-1,Olivia's Remote Control Boat,2018.0,Friends,Modern day,General,Normal,Polybag,2.0,LEGO exclusive,25.0,1.0,1569.0,3.3,3.99,13.0,2.0,2023-02-01T00:29:45.99Z,3.99,1571.0,238.0
824,30406-1,Unikitty Roller Coaster Wagon,2018.0,Unikitty,Licensed,Promotional,Normal,Polybag,2.0,LEGO exclusive,46.0,1.0,2148.0,3.2,3.99,75.0,2.99,2021-04-18T11:12:38.09Z,3.99,2148.0,316.0
825,30410-1,Mia's Water Fun,2019.0,Friends,Modern day,Beach,Normal,Polybag,2.0,Retail,28.0,1.0,1434.0,3.4,3.99,21.0,4.356,2023-01-31T12:59:49.55Z,3.99,1435.0,194.0
826,30411-1,Chocolate Box & Flower,2020.0,Friends,Modern day,Miscellaneous,Normal,Polybag,2.0,Retail - limited,75.0,,6099.0,3.3,4.99,251.0,1.341,2022-10-01T05:34:33.683Z,4.99,6112.0,242.0
827,30450-1,Royal Talon Fighter,2018.0,Marvel Super Heroes,Licensed,Black Panther,Normal,Polybag,2.0,Retail - limited,59.0,,2345.0,3.5,3.99,55.0,3.3697,2020-06-04T08:09:44.5Z,3.99,2348.0,679.0
828,30460-1,Rex's Plantimal Ambush,2019.0,The LEGO Movie 2,Licensed,Promotional,Normal,Polybag,2.0,Retail - limited,32.0,1.0,4571.0,3.7,3.99,39.0,2.99,2023-02-06T09:01:06.31Z,3.99,4580.0,623.0
829,30525-1,The Guardians' Ship,2018.0,Marvel Super Heroes,Licensed,Avengers: Infinity War,Normal,Polybag,2.0,LEGO exclusive,69.0,,5054.0,3.7,3.99,17.0,5.5,2023-04-03T06:10:46.59Z,3.99,5060.0,734.0
830,30541-1,Animal Free Builds - Make It Yours,2018.0,Miscellaneous,Miscellaneous,Make It Yours,Normal,Polybag,2.0,LEGO exclusive,10.0,,1103.0,3.6,1.99,17.0,3.4,2023-03-03T06:25:00.963Z,1.99,1106.0,145.0
831,30542-1,Cute Pug,2018.0,Creator,Model making,3 in 1,Normal,Polybag,5.0,Retail - limited,68.0,,5683.0,3.8,3.99,31.0,15.0,2021-05-16T09:26:19.377Z,3.99,5688.0,575.0
832,30550-1,Easter Bunny,2020.0,Creator,Model making,Seasonal,Normal,Polybag,2.0,LEGO exclusive,67.0,,4214.0,3.4,4.99,62.0,5.3,2023-02-03T20:28:58.723Z,4.99,4227.0,283.0
833,30555-1,Poppy's Carriage,2020.0,Trolls World Tour,Licensed,Promotional,Normal,Polybag,2.0,Retail,51.0,1.0,2983.0,3.6,4.99,67.0,2.5,2023-02-08T06:04:57.43Z,4.99,2985.0,225.0
834,30556-1,Mini Frame,2020.0,Dots,Art and crafts,Accessories,Normal,Polybag,2.0,LEGO exclusive,85.0,,5026.0,3.1,4.99,46.0,2.0,2023-01-19T12:35:21.617Z,4.99,5034.0,151.0
835,30607-1,Disco Batman - Tears of Batman ,2017.0,The LEGO Batman Movie,Licensed,Promotional,Normal,Polybag,0.0,LEGO exclusive,13.0,2.0,8045.0,3.9,3.99,67.0,18.392,2023-02-06T09:02:18.56Z,3.99,8050.0,1459.0
836,3061-1,City Park Cafe,2012.0,Friends,Modern day,Heartlake City,Normal,Box,2.0,Retail,222.0,2.0,6252.0,3.6,34.99,1.0,44.7,2023-01-31T11:33:25.717Z,34.99,6260.0,1045.0
837,30624-1,Obi-Wan Kenobi - Collectable Minifigure,2019.0,Star Wars,Licensed,Episode IV,Normal,Polybag,2.0,LEGO exclusive,12.0,1.0,8761.0,4.0,3.99,185.0,8.9735,2022-10-01T05:30:29.7Z,3.99,8789.0,1946.0
840,31000-1,Mini Speeder,2013.0,Creator,Model making,3 in 1,Normal,Plastic canister,2.0,Retail,65.0,,2938.0,3.4,6.99,2.0,8.99,2021-05-16T09:46:25.383Z,6.99,2940.0,441.0
841,31001-1,Mini Skyflyer,2013.0,Creator,Model making,3 in 1,Normal,Plastic canister,2.0,Retail,62.0,,3358.0,3.8,6.99,4.0,5.0,2021-05-16T09:46:42.64Z,6.99,3365.0,516.0
842,31002-1,Super Racer,2013.0,Creator,Model making,3 in 1,Normal,Box,4.0,Retail,121.0,,3320.0,3.3,14.99,1.0,19.99,2021-05-16T09:46:58.24Z,14.99,3324.0,511.0
844,31004-1,Fierce Flyer,2013.0,Creator,Model making,3 in 1,Normal,Box,4.0,Retail,166.0,,5854.0,4.0,14.99,1.0,17.0,2021-05-16T09:47:18.777Z,14.99,5861.0,938.0
845,31005-1,Construction Hauler,2013.0,Creator,Model making,3 in 1,Normal,Box,4.0,Retail,256.0,,3629.0,3.5,17.99,1.0,29.95,2021-05-16T09:47:26.047Z,17.99,3635.0,597.0
846,31006-1,Highway Speedster,2013.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,286.0,,5069.0,3.9,24.99,2.0,15.992,2021-05-16T09:47:37.12Z,24.99,5075.0,1078.0
847,31007-1,Power Mech,2013.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,223.0,,3077.0,4.0,19.99,1.0,33.5951,2021-05-16T09:47:42.883Z,19.99,3081.0,843.0
851,31011-1,Aviation Adventures,2013.0,Creator,Model making,3 in 1,Normal,Box,6.0,{Not specified},618.0,,3032.0,4.3,59.99,9.0,89.95,2021-05-16T09:48:13.667Z,59.99,3039.0,1238.0
852,31012-1,Family House,2013.0,Creator,Model making,3 in 1,Normal,Box,8.0,Retail,756.0,2.0,7921.0,4.3,69.99,1.0,135.0,2021-05-16T09:48:22.913Z,69.99,7927.0,4168.0
853,31013-1,Red Thunder,2014.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,66.0,,3382.0,3.4,4.99,3.0,13.584,2021-05-16T09:43:09.577Z,4.99,3388.0,449.0
855,31015-1,Emerald Express,2014.0,Creator,Model making,3 in 1,Normal,Box,2.0,Retail,56.0,,10913.0,3.7,4.99,3.0,14.99,2021-05-16T09:43:54.99Z,4.99,10923.0,893.0
856,31017-1,Sunset Speeder,2014.0,Creator,Model making,3 in 1,Normal,Box,5.0,Retail,119.0,,4939.0,3.5,12.99,2.0,17.99,2021-05-16T09:44:01.873Z,12.99,4951.0,675.0
858,31019-1,Forest Animals,2014.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,272.0,,5616.0,4.0,19.99,4.0,25.0,2021-05-16T09:45:03.887Z,19.99,5619.0,923.0
859,31020-1,Twinblade Adventures,2014.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,216.0,,2687.0,3.8,17.99,1.0,22.0,2021-05-16T09:45:15.083Z,17.99,2689.0,618.0
860,31021-1,Furry Creatures,2014.0,Creator,Model making,3 in 1,Normal,Box,4.0,Retail,285.0,,6571.0,4.0,19.99,1.0,38.76,2021-05-16T09:45:21.253Z,19.99,6576.0,1025.0
861,31022-1,Turbo Quad,2014.0,Creator,Model making,3 in 1,Normal,Box,5.0,Retail,186.0,,2037.0,3.8,24.99,2.0,30.0,2021-05-16T09:45:30.23Z,24.99,2041.0,614.0
862,31023-1,Yellow Racers,2014.0,Creator,Model making,3 in 1,Normal,Box,6.0,{Not specified},328.0,,1810.0,4.1,29.99,5.0,50.0,2021-05-16T09:45:37.143Z,29.99,1812.0,665.0
863,31024-1,Roaring Power,2014.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,374.0,,2446.0,3.9,29.99,1.0,20.0,2021-05-16T09:45:43.657Z,29.99,2448.0,617.0
864,31025-1,Mountain Hut,2014.0,Creator,Model making,3 in 1,Normal,Box,6.0,Retail,550.0,1.0,7642.0,4.0,39.99,2.0,50.0,2021-05-16T09:45:52.15Z,39.99,7647.0,3222.0
