,Set_ID,Name,Year,Theme,Theme_Group,Subtheme,Category,Packaging,Num_Instructions,Availability,Pieces,Minifigures,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price,lastUpdated,US_retailPrice,ownedBy,wantedBy
2992,70112-1,Croc Chomp,2013.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Blister pack,2.0,Retail,105.0,1.0,1060.0,3.6,14.99,4.0,15.99,2013-08-14T17:27:31.4Z,14.99,1064.0,448.0
2993,70113-1,CHI Battles,2013.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Blister pack,2.0,Retail,92.0,2.0,3061.0,3.4,19.99,7.0,10.5,2012-12-18T14:10:39.593Z,19.99,3062.0,374.0
2995,70115-1,Ultimate Speedor Tournament,2013.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Box,2.0,Retail,246.0,2.0,2667.0,3.4,29.99,3.0,22.0,2019-12-01T05:07:19.763Z,29.99,2676.0,497.0
2996,70123-1,Lion Legend Beast,2014.0,Legends of Chima,Action/Adventure,Legend Beasts,Normal,Box,3.0,Retail,120.0,1.0,4655.0,3.8,9.99,4.0,24.99,2013-12-26T14:45:36.973Z,9.99,4668.0,662.0
2997,70124-1,Eagle Legend Beast,2014.0,Legends of Chima,Action/Adventure,Legend Beasts,Normal,Box,3.0,Retail,104.0,1.0,3439.0,3.8,9.99,4.0,18.75,2019-02-21T16:19:58.923Z,9.99,3443.0,783.0
2998,70125-1,Gorilla Legend Beast,2014.0,Legends of Chima,Action/Adventure,Legend Beasts,Normal,Box,2.0,Retail,106.0,1.0,3671.0,3.7,9.99,4.0,25.0,2013-12-26T14:46:53.543Z,9.99,3679.0,706.0
2999,70126-1,Crocodile Legend Beast,2014.0,Legends of Chima,Action/Adventure,Legend Beasts,Normal,Box,2.0,Retail,121.0,1.0,4030.0,3.8,9.99,6.0,24.99,2013-12-26T14:47:17.15Z,9.99,4037.0,716.0
3000,70127-1,Wolf Legend Beast,2014.0,Legends of Chima,Action/Adventure,Legend Beasts,Normal,Box,2.0,Retail,110.0,1.0,3552.0,3.6,9.99,4.0,24.99,2013-12-26T14:47:38.377Z,9.99,3556.0,675.0
3001,70128-1,Braptor's Wing Striker,2014.0,Legends of Chima,Action/Adventure,Outlands,Normal,Box,2.0,Retail,146.0,2.0,2449.0,3.4,14.99,5.0,16.05,2015-11-20T22:41:38.14Z,14.99,2458.0,626.0
3002,70129-1,Lavertus' Twin Blade,2014.0,Legends of Chima,Action/Adventure,Outlands,Normal,Box,2.0,Retail,183.0,2.0,2483.0,3.3,19.99,2.0,21.25,2015-11-20T22:41:45.93Z,19.99,2491.0,617.0
3003,70130-1,Sparratus' Spider Stalker,2014.0,Legends of Chima,Action/Adventure,Outlands,Normal,Box,2.0,Retail,292.0,2.0,2046.0,3.6,24.99,3.0,34.0,2015-11-20T22:41:57.157Z,24.99,2053.0,719.0
3005,70132-1,Scorm's Scorpion Stinger,2014.0,Legends of Chima,Action/Adventure,Outlands,Normal,Box,4.0,Retail,434.0,3.0,1863.0,3.9,39.99,2.0,92.792,2015-11-20T22:42:13.24Z,39.99,1867.0,834.0
3006,70133-1,Spinlyn's Cavern,2014.0,Legends of Chima,Action/Adventure,Outlands,Normal,Box,4.0,Retail - limited,407.0,3.0,1176.0,3.8,39.99,1.0,55.0,2015-11-20T22:42:21.317Z,39.99,1177.0,829.0
3007,70134-1,Lavertus' Outland Base,2014.0,Legends of Chima,Action/Adventure,Outlands,Normal,Box,4.0,Retail - limited,684.0,4.0,735.0,4.0,59.99,1.0,75.0,2016-11-07T01:39:17.527Z,59.99,738.0,780.0
3009,70136-1,Banana Bash,2014.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Box with backing card,2.0,Retail,120.0,1.0,735.0,0.0,12.99,3.0,13.85,2013-12-26T14:54:29.48Z,12.99,736.0,410.0
3010,70137-1,Bat Strike,2014.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Box with backing card,2.0,Retail,97.0,1.0,901.0,0.0,12.99,1.0,14.99,2013-12-26T14:55:09.95Z,12.99,903.0,440.0
3011,70138-1,Web Dash,2014.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Box with backing card,2.0,Retail,78.0,1.0,873.0,0.0,12.99,2.0,18.99,2013-12-31T05:17:34.49Z,12.99,874.0,479.0
3012,70139-1,Sky Launch,2014.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Box with backing card,2.0,Retail,111.0,1.0,632.0,0.0,12.99,2.0,20.0,2013-12-26T14:56:35.217Z,12.99,635.0,394.0
3013,70140-1,Stinger Duel,2014.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Box with backing card,2.0,Retail,85.0,2.0,933.0,3.5,19.99,3.0,54.99,2013-12-26T14:57:15.817Z,19.99,935.0,489.0
3014,70141-1,Vardy's Ice Vulture Glider,2014.0,Legends of Chima,Action/Adventure,Fire vs. Ice,Normal,Box,2.0,Retail,217.0,2.0,2228.0,3.8,19.99,2.0,29.61,2015-11-20T22:43:47.293Z,19.99,2237.0,604.0
3015,70142-1,Eris' Fire Eagle Flyer,2014.0,Legends of Chima,Action/Adventure,Fire vs. Ice,Normal,Box,2.0,Retail,330.0,3.0,1855.0,3.6,29.99,4.0,25.0,2019-02-20T01:26:39.34Z,29.99,1861.0,587.0
3016,70143-1,Sir Fangar's Sabre-Tooth Walker,2014.0,Legends of Chima,Action/Adventure,Fire vs. Ice,Normal,Box,4.0,Retail,415.0,3.0,2162.0,3.8,39.99,3.0,36.3938,2015-11-20T22:46:47.963Z,39.99,2169.0,722.0
3017,70144-1,Laval's Fire Lion,2014.0,Legends of Chima,Action/Adventure,Fire vs. Ice,Normal,Box,4.0,Retail,450.0,3.0,2203.0,3.7,49.99,1.0,85.294,2015-11-20T22:46:59.103Z,49.99,2212.0,728.0
3018,70145-1,Maula's Ice Mammoth Stomper,2014.0,Legends of Chima,Action/Adventure,Fire vs. Ice,Normal,Box,4.0,Retail,604.0,6.0,2502.0,4.4,89.99,3.0,124.99,2015-11-20T22:47:18.303Z,89.99,2510.0,1044.0
3021,70149-1,Scorching Blades,2014.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Box with backing card,2.0,Retail,77.0,1.0,593.0,0.0,12.99,3.0,12.09,2014-06-04T16:37:07.013Z,12.99,596.0,361.0
3022,70150-1,Flaming Claws,2014.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Box with backing card,2.0,Retail,74.0,1.0,705.0,0.0,12.99,3.0,10.0,2014-06-04T16:37:13.21Z,12.99,709.0,340.0
3023,70151-1,Frozen Spikes,2014.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Box with backing card,2.0,Retail,77.0,1.0,708.0,0.0,12.99,4.0,13.5,2014-06-04T16:37:16.703Z,12.99,710.0,369.0
3024,70155-1,Inferno Pit,2014.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Box with backing card,2.0,Retail,74.0,1.0,834.0,3.5,12.99,4.0,13.5,2014-06-04T16:38:05.607Z,12.99,836.0,353.0
3025,70156-1,Fire vs. Ice,2014.0,Legends of Chima,Action/Adventure,Speedorz,Normal,Box with backing card,2.0,Retail,102.0,2.0,795.0,3.3,19.99,2.0,18.222,,,,
3026,70160-1,Riverside Raid,2014.0,Ultra Agents,Action/Adventure,,Normal,Box,3.0,Retail,88.0,2.0,3727.0,3.7,11.99,7.0,16.136,2015-05-18T01:02:35.29Z,11.99,3735.0,830.0
3027,70161-1,Tremor Track Infiltration,2014.0,Ultra Agents,Action/Adventure,,Normal,Box,3.0,Retail,241.0,2.0,3047.0,3.6,19.99,1.0,33.97,2015-05-18T01:03:12.48Z,19.99,3054.0,956.0
3028,70162-1,Infearno Interception,2014.0,Ultra Agents,Action/Adventure,,Normal,Box,3.0,Retail,313.0,2.0,3946.0,4.2,29.99,1.0,40.0,2015-05-18T01:03:31.54Z,29.99,3948.0,1270.0
3029,70163-1,Toxikita's Toxic Meltdown,2014.0,Ultra Agents,Action/Adventure,,Normal,Box,5.0,Retail,429.0,4.0,2653.0,4.0,39.99,6.0,44.99,2015-05-18T01:03:43.01Z,39.99,2658.0,916.0
3030,70164-1,Hurricane Heist,2014.0,Ultra Agents,Action/Adventure,,Normal,Box,3.0,Retail,589.0,4.0,2333.0,3.8,69.99,3.0,46.0,2015-05-18T01:04:15.86Z,69.99,2339.0,911.0
3031,70165-1,Ultra Agents Mission HQ,2014.0,Ultra Agents,Action/Adventure,,Normal,Box,5.0,Retail,1060.0,5.0,2932.0,4.3,99.99,2.0,149.3116,2015-05-18T01:04:30.173Z,99.99,2941.0,1533.0
3032,70166-1,Spyclops Infiltration,2015.0,Ultra Agents,Action/Adventure,,Normal,Box,2.0,Retail,109.0,2.0,1744.0,3.2,9.99,1.0,39.99,2015-05-18T00:59:48.987Z,9.99,1751.0,760.0
3034,70168-1,Drillex Diamond Job,2015.0,Ultra Agents,Action/Adventure,,Normal,Box,2.0,Retail,312.0,2.0,1396.0,3.9,29.99,1.0,38.88,2015-05-18T01:00:23.09Z,29.99,1398.0,872.0
3035,70169-1,Agent Stealth Patrol,2015.0,Ultra Agents,Action/Adventure,,Normal,Box,2.0,Retail,475.0,4.0,1388.0,4.1,49.99,1.0,36.3178,2015-05-18T01:00:35.813Z,49.99,1391.0,1018.0
3041,70201-1,CHI Eris,2013.0,Legends of Chima,Action/Adventure,Buildable Figures,Normal,Other,4.0,Retail,67.0,,1132.0,2.9,14.99,3.0,16.0463,2023-01-28T12:45:46.413Z,14.99,1133.0,428.0
3042,70202-1,CHI Gorzan,2013.0,Legends of Chima,Action/Adventure,Buildable Figures,Normal,Other,4.0,Retail,59.0,,1156.0,3.5,14.99,1.0,21.8813,2023-01-28T12:45:53.793Z,14.99,1159.0,448.0
3043,70203-1,CHI Cragger,2013.0,Legends of Chima,Action/Adventure,Buildable Figures,Normal,Other,4.0,Retail,65.0,,1492.0,3.6,14.99,4.0,21.8813,2023-01-28T12:46:04.77Z,14.99,1494.0,486.0
3044,70204-1,CHI Worriz,2013.0,Legends of Chima,Action/Adventure,Buildable Figures,Normal,Other,4.0,Retail,55.0,,1158.0,3.4,14.99,2.0,32.822,2023-01-28T12:46:11.633Z,14.99,1159.0,499.0
3046,7021-1,Viking Double Catapult vs. the Armored Ofnir Dragon,2006.0,Vikings,Historical,,Normal,Box,2.0,Retail - limited,505.0,3.0,1654.0,4.3,39.99,3.0,90.0,2023-02-02T21:44:07.39Z,39.99,1656.0,1489.0
3050,70223-1,Icebite's Claw Driller,2015.0,Legends of Chima,Action/Adventure,Fire vs. Ice,Normal,Box,4.0,Retail,629.0,4.0,1271.0,4.2,49.99,1.0,79.99,2015-11-20T22:50:21.357Z,49.99,1274.0,738.0
3054,70227-1,King Crominus' Rescue,2015.0,Legends of Chima,Action/Adventure,Fire vs. Ice,Normal,Box,2.0,Retail,863.0,6.0,639.0,4.0,89.99,4.0,94.491,2015-11-20T22:51:31.14Z,89.99,641.0,627.0
3055,70228-1,Vultrix's Sky Scavenger,2015.0,Legends of Chima,Action/Adventure,Fire vs. Ice,Normal,Box,4.0,Retail,480.0,3.0,702.0,4.3,39.99,2.0,44.99,2019-03-25T00:57:41.183Z,39.99,703.0,655.0
3056,70229-1, Lion Tribe Pack,2015.0,Legends of Chima,Action/Adventure,Tribe Packs,Normal,Box,2.0,Retail,78.0,3.0,2410.0,3.7,9.99,3.0,18.5,2015-11-20T22:51:52.143Z,9.99,2415.0,589.0
3057,70230-1,Ice Bear Tribe Pack,2015.0,Legends of Chima,Action/Adventure,Tribe Packs,Normal,Box,2.0,Retail,75.0,3.0,2603.0,3.8,9.99,2.0,29.99,2015-11-20T22:52:00.077Z,9.99,2608.0,626.0
3058,70231-1,Crocodile Tribe Pack,2015.0,Legends of Chima,Action/Adventure,Tribe Packs,Normal,Box,2.0,Retail,72.0,3.0,2250.0,3.7,9.99,3.0,21.5,2019-04-08T15:13:32.64Z,9.99,2252.0,604.0
3060,7029-1,Skeleton Ship Attack,2007.0,Castle,Historical,Fantasy Era,Normal,Box,4.0,{Not specified},628.0,7.0,1433.0,4.4,69.99,1.0,400.0,2016-05-18T21:38:28.4Z,69.99,1435.0,2300.0
3061,70310-1,Knighton Battle Blaster,2016.0,Nexo Knights,Action/Adventure,Season 1,Normal,Box,2.0,Retail,76.0,2.0,3485.0,3.3,9.99,4.0,8.0,2016-03-16T21:27:53.187Z,9.99,3493.0,496.0
3062,70311-1,Chaos Catapult,2016.0,Nexo Knights,Action/Adventure,Season 1,Normal,Box,2.0,Retail,93.0,2.0,3820.0,3.5,9.99,1.0,7.4809,2016-03-16T21:27:42.7Z,9.99,3827.0,522.0
3063,70312-1,Lance's Mecha Horse,2016.0,Nexo Knights,Action/Adventure,Season 1,Normal,Box,4.0,Retail,237.0,3.0,4026.0,3.7,19.99,1.0,34.99,2016-03-16T21:26:44.33Z,19.99,4035.0,629.0
3064,70313-1,Moltor's Lava Smasher,2016.0,Nexo Knights,Action/Adventure,Season 1,Normal,Box,2.0,Retail,187.0,2.0,3815.0,3.8,19.99,2.0,29.0,2016-03-16T21:28:08.337Z,19.99,3823.0,660.0
3065,70314-1,Beast Master's Chaos Chariot,2016.0,Nexo Knights,Action/Adventure,Season 1,Normal,Box,4.0,Retail,314.0,2.0,3297.0,3.7,29.99,2.0,40.0,2016-03-16T21:28:19.083Z,29.99,3308.0,759.0
3067,70316-1,Jestro's Evil Mobile,2016.0,Nexo Knights,Action/Adventure,Season 1,Normal,Box,4.0,Retail,658.0,2.0,3044.0,4.0,59.99,5.0,67.5,2018-10-15T15:59:54.903Z,59.99,3051.0,864.0
3068,70317-1,The Fortrex,2016.0,Nexo Knights,Action/Adventure,Season 1,Normal,Box,2.0,Retail,1140.0,7.0,3976.0,4.3,99.99,5.0,207.5703,2017-12-21T06:07:37.42Z,99.99,3982.0,1103.0
3069,70318-1,The Glob Lobber,2016.0,Nexo Knights,Action/Adventure,Season 2,Normal,Box,2.0,Retail,95.0,2.0,2365.0,3.7,9.99,3.0,10.8251,2018-10-15T16:02:17.37Z,9.99,2369.0,533.0
3071,70320-1,Aaron Fox's Aero-Striker V2,2016.0,Nexo Knights,Action/Adventure,Season 2,Normal,Box,4.0,Retail,301.0,3.0,2259.0,3.9,29.99,2.0,36.0,2017-12-15T01:18:50.31Z,29.99,2261.0,731.0
3072,70321-1,General Magmar's Siege Machine of Doom,2016.0,Nexo Knights,Action/Adventure,Season 2,Normal,Box,4.0,Retail,516.0,3.0,2585.0,4.2,49.99,1.0,74.9925,2018-10-15T16:05:00.88Z,49.99,2593.0,807.0
3075,70324-1,Merlok's Library 2.0,2016.0,Nexo Knights,Action/Adventure,Season 1,Normal,Box,2.0,Retail - limited,288.0,3.0,2188.0,3.6,24.99,2.0,32.0,2018-10-15T16:14:16.027Z,24.99,2189.0,722.0
3076,70325-1,Infernox captures the Queen,2016.0,Nexo Knights,Action/Adventure,Season 1,Normal,Box,2.0,Retail - limited,253.0,2.0,2238.0,4.0,24.99,3.0,45.0,2018-10-15T16:15:27.56Z,24.99,2244.0,787.0
3077,70326-1,The Black Knight Mech,2016.0,Nexo Knights,Action/Adventure,Season 2,Normal,Box,4.0,Retail - limited,530.0,4.0,1354.0,3.9,39.99,1.0,57.99,2023-02-02T22:04:49.61Z,39.99,1355.0,906.0
3078,70327-1,The King's Mech,2016.0,Nexo Knights,Action/Adventure,Season 1,Normal,Box,2.0,Retail - limited,375.0,3.0,2603.0,4.2,29.99,3.0,87.99,2018-10-20T22:53:34.603Z,29.99,2610.0,1029.0
3080,70331-1,Ultimate Macy,2016.0,Nexo Knights,Action/Adventure,Ultimate,Normal,Box with backing card,2.0,Retail,101.0,1.0,4253.0,3.4,9.99,7.0,17.952,2015-12-30T18:24:31.24Z,9.99,4262.0,552.0
3082,70333-1,Ultimate Robin,2016.0,Nexo Knights,Action/Adventure,Ultimate,Normal,Box with backing card,2.0,Retail,75.0,1.0,3473.0,3.4,9.99,4.0,9.6,2015-12-30T18:24:39.073Z,9.99,3481.0,554.0
3083,70334-1,Ultimate Beast Master,2016.0,Nexo Knights,Action/Adventure,Ultimate,Normal,Box with backing card,2.0,Retail,65.0,1.0,3359.0,3.7,9.99,6.0,13.775,2015-12-30T18:24:42.467Z,9.99,3364.0,530.0
3084,70335-1,Ultimate Lavaria,2016.0,Nexo Knights,Action/Adventure,Ultimate,Normal,Box with backing card,2.0,Retail,69.0,1.0,5185.0,3.6,9.99,12.0,8.0,2015-12-30T18:24:45.62Z,9.99,5192.0,549.0
3085,70336-1,Ultimate Axl,2016.0,Nexo Knights,Action/Adventure,Ultimate,Normal,Box with backing card,2.0,Retail,69.0,1.0,3301.0,3.5,9.99,4.0,19.95,2018-10-21T02:09:53.26Z,9.99,3307.0,607.0
3086,70337-1,Ultimate Lance,2016.0,Nexo Knights,Action/Adventure,Ultimate,Normal,Box with backing card,2.0,Retail,75.0,1.0,2889.0,3.6,9.99,8.0,15.0,2018-10-21T02:49:00.893Z,9.99,2895.0,624.0
3087,70338-1,Ultimate General Magmar,2016.0,Nexo Knights,Action/Adventure,Ultimate,Normal,Box with backing card,2.0,Retail,64.0,1.0,2549.0,3.8,9.99,6.0,9.6322,2018-10-21T03:11:04.887Z,9.99,2552.0,611.0
3088,70339-1,Ultimate Flama,2016.0,Nexo Knights,Action/Adventure,Ultimate,Normal,Box with backing card,2.0,Retail,67.0,1.0,2980.0,3.6,9.99,8.0,21.825,2018-10-21T03:26:17.323Z,9.99,2982.0,655.0
3089,70347-1,King's Guard Artillery,2017.0,Nexo Knights,Action/Adventure,Season 3,Normal,Box,2.0,Retail,98.0,2.0,1724.0,3.6,9.99,4.0,15.0,2018-10-21T04:40:06.303Z,9.99,1726.0,457.0
3091,70349-1,Ruina's Lock & Roller,2017.0,Nexo Knights,Action/Adventure,Season 3,Normal,Box,2.0,Retail,208.0,3.0,2197.0,3.8,19.99,2.0,25.0,2018-10-21T19:05:08.89Z,19.99,2202.0,579.0
3092,70350-1,The Three Brothers,2017.0,Nexo Knights,Action/Adventure,Season 3,Normal,Box,2.0,Retail,266.0,3.0,1576.0,3.9,29.99,1.0,18.0,2018-10-21T22:24:43.03Z,29.99,1581.0,561.0
3093,70351-1,Clay's Falcon Fighter Blaster,2017.0,Nexo Knights,Action/Adventure,Season 3,Normal,Box,4.0,Retail,523.0,3.0,1507.0,4.0,49.99,1.0,60.1331,2017-12-16T15:03:57.31Z,49.99,1513.0,687.0
3094,70352-1,Jestro's Headquarters,2017.0,Nexo Knights,Action/Adventure,Season 3,Normal,Box,2.0,Retail,840.0,7.0,1123.0,4.2,89.99,6.0,135.0,2018-10-22T00:31:32.477Z,89.99,1125.0,651.0
3096,70354-1,Axl's Rumble Maker,2017.0,Nexo Knights,Action/Adventure,Season 4,Normal,Box,4.0,Retail,393.0,4.0,848.0,3.8,39.99,1.0,74.25,2018-10-24T17:29:55.89Z,39.99,850.0,555.0
3097,70355-1,Aaron's Rock Climber,2017.0,Nexo Knights,Action/Adventure,Season 4,Normal,Box,4.0,Retail,598.0,5.0,942.0,3.9,59.99,4.0,120.0,2018-10-24T20:57:59.453Z,59.99,947.0,647.0
3099,70357-1,Knighton Castle,2017.0,Nexo Knights,Action/Adventure,Season 4,Normal,Box,2.0,Retail,1426.0,11.0,986.0,4.4,129.99,3.0,225.0,2018-10-25T04:44:51.51Z,129.99,990.0,863.0
3101,70359-1,Lance vs. Lightning,2017.0,Nexo Knights,Action/Adventure,Season 3,Normal,Box,2.0,Retail - limited,257.0,2.0,867.0,3.6,24.99,1.0,50.0,2018-10-28T03:25:57.657Z,24.99,868.0,620.0
3102,7036-1,Dwarves' Mine,2007.0,Castle,Historical,Fantasy Era,Normal,Box,4.0,{Not specified},575.0,7.0,4682.0,4.6,59.99,2.0,255.109,2016-05-18T21:38:57.207Z,59.99,4694.0,2533.0
3105,70363-1,Battle Suit Macy,2017.0,Nexo Knights,Action/Adventure,Battle Suits,Normal,Box,2.0,Retail,66.0,1.0,2058.0,3.6,9.99,3.0,19.99,2018-10-28T14:18:15.44Z,9.99,2060.0,479.0
3107,70365-1,Battle Suit Axl,2017.0,Nexo Knights,Action/Adventure,Battle Suits,Normal,Box,2.0,Retail,88.0,1.0,2612.0,3.8,9.99,3.0,11.95,2018-10-28T14:45:16.343Z,9.99,2617.0,512.0
3108,70366-1,Battle Suit Lance,2017.0,Nexo Knights,Action/Adventure,Battle Suits,Normal,Box,2.0,Retail,83.0,1.0,2193.0,3.7,9.99,7.0,20.0,2018-10-28T14:45:59.237Z,9.99,2197.0,473.0
3109,7037-1,Tower Raid,2008.0,Castle,Historical,Fantasy Era,Normal,Box,2.0,{Not specified},364.0,5.0,3859.0,4.2,29.99,3.0,188.0,2016-05-18T21:40:17.607Z,29.99,3870.0,1780.0
3110,70372-1,Combo NEXO Powers Wave 1,2017.0,Nexo Knights,Action/Adventure,Combo NEXO Powers,Normal,Foil pack,2.0,Retail,10.0,,1406.0,3.1,3.99,12.0,5.0,2017-01-08T16:55:22.44Z,3.99,1409.0,226.0
3111,7038-1,Troll Assault Wagon,2008.0,Castle,Historical,Fantasy Era,Normal,Box,2.0,{Not specified},161.0,4.0,4225.0,3.9,19.99,6.0,88.88,2016-05-18T21:40:46.633Z,19.99,4237.0,1534.0
3113,70400-1,Forest Ambush,2013.0,Castle,Historical,,Normal,Box,2.0,Retail,90.0,4.0,6850.0,3.8,11.99,11.0,38.0,2013-05-25T16:46:47.667Z,11.99,6859.0,1360.0
3114,70401-1,Gold Getaway,2013.0,Castle,Historical,,Normal,Box,2.0,Retail,199.0,3.0,5036.0,3.8,19.99,4.0,50.0,2013-05-25T16:47:15.85Z,19.99,5049.0,1502.0
3115,70402-1,The Gatehouse Raid,2013.0,Castle,Historical,,Normal,Box,2.0,Retail,248.0,4.0,4905.0,4.0,29.99,2.0,119.99,2013-05-25T16:47:27.023Z,29.99,4915.0,1680.0
3116,70403-1,Dragon Mountain,2013.0,Castle,Historical,,Normal,Box,2.0,Retail,376.0,5.0,5422.0,4.2,49.99,1.0,190.0,2013-05-25T16:47:40.407Z,49.99,5433.0,2028.0
3117,70404-1,King's Castle,2013.0,Castle,Historical,,Normal,Box,6.0,Retail,996.0,7.0,4617.0,4.1,99.99,1.0,324.95,2013-05-25T16:47:55.48Z,99.99,4626.0,2989.0
3118,70409-1,Shipwreck Defense,2015.0,Pirates,Historical,,Normal,Box,2.0,Retail,84.0,2.0,4226.0,3.6,12.99,2.0,45.0,2023-01-31T06:56:32.137Z,12.99,4237.0,1362.0
3119,7041-1,Troll Battle Wheel,2008.0,Castle,Historical,Fantasy Era,Normal,Box,2.0,{Not specified},508.0,6.0,2011.0,4.2,39.99,3.0,143.178,2016-05-18T21:39:38.753Z,39.99,2016.0,1753.0
3120,70410-1,Soldiers Outpost,2015.0,Pirates,Historical,,Normal,Box,2.0,Retail,164.0,3.0,4162.0,4.0,19.99,3.0,74.99,2015-04-04T23:45:44.497Z,19.99,4170.0,1606.0
3121,70411-1,Treasure Island,2015.0,Pirates,Historical,,Normal,Box,2.0,Retail,181.0,3.0,4741.0,4.1,19.99,1.0,74.99,2015-04-04T23:45:20.873Z,19.99,4749.0,1833.0
3122,70412-1,Soldiers Fort,2015.0,Pirates,Historical,,Normal,Box,2.0,Retail,234.0,5.0,3944.0,3.9,29.99,1.0,149.99,2015-04-04T23:44:45.06Z,29.99,3946.0,1918.0
3123,70413-1,The Brick Bounty,2015.0,Pirates,Historical,,Normal,Box,2.0,Retail,745.0,7.0,4868.0,4.1,99.99,2.0,296.955,2015-03-29T02:43:53.797Z,99.99,4872.0,3076.0
3124,70418-1,J.B.'s Ghost Lab,2019.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,174.0,3.0,6115.0,3.6,19.99,19.0,18.6756,2019-08-01T05:41:50.37Z,19.99,6135.0,936.0
3125,70419-1,Wrecked Shrimp Boat,2019.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,310.0,4.0,8694.0,4.1,29.99,34.0,33.9403,2019-08-01T05:41:52.073Z,29.99,8721.0,1413.0
3126,70420-1,Graveyard Mystery,2019.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,335.0,4.0,6972.0,4.0,29.99,18.0,32.0,2019-08-01T05:41:53.717Z,29.99,6993.0,1302.0
3127,70421-1,El Fuego's Stunt Truck,2019.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,428.0,4.0,3506.0,3.7,39.99,8.0,23.99,2019-08-01T05:41:55.997Z,39.99,3522.0,869.0
3128,70422-1,Shrimp Shack Attack,2019.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,579.0,5.0,5383.0,4.2,49.99,14.0,49.95,2019-08-01T05:41:58.62Z,49.99,5398.0,1349.0
3129,70423-1,Paranormal Intercept Bus 3000,2019.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,689.0,5.0,5988.0,4.1,59.99,23.0,49.99,2019-08-01T05:42:01.763Z,59.99,6011.0,1441.0
3130,70424-1,Ghost Train Express,2019.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,698.0,6.0,4161.0,4.0,79.99,17.0,79.0,2019-08-01T05:42:03.107Z,79.99,4175.0,1412.0
3131,70425-1,Newbury Haunted High School,2019.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,1474.0,8.0,4426.0,4.1,129.99,13.0,129.99,2019-08-01T05:42:06.573Z,129.99,4437.0,1645.0
3132,70427-1,Welcome to the Hidden Side,2020.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,189.0,4.0,3813.0,3.7,19.99,12.0,24.99,2019-12-25T19:05:53.38Z,19.99,3827.0,1011.0
3133,70428-1,Jack's Beach Buggy,2020.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,170.0,3.0,2862.0,3.7,19.99,9.0,15.99,2020-04-07T15:53:19.493Z,19.99,2869.0,730.0
3134,70429-1,El Fuego's Stunt Plane,2020.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,295.0,3.0,3077.0,3.7,29.99,11.0,34.0,2019-12-25T19:05:39.13Z,29.99,3085.0,1032.0
3135,70430-1,Newbury Subway,2020.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,348.0,3.0,3012.0,3.7,29.99,21.0,20.0,2019-12-25T19:05:41.99Z,29.99,3021.0,801.0
3136,70431-1,The Lighthouse of Darkness,2020.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,540.0,5.0,3591.0,4.0,49.99,15.0,44.0,2019-12-25T19:05:43.537Z,49.99,3606.0,1410.0
3137,70432-1,Haunted Fairground,2020.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,466.0,5.0,2518.0,3.9,49.99,13.0,49.95,2019-12-25T19:05:46.38Z,49.99,2518.0,1010.0
3138,70433-1,J.B.'s Submarine,2020.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,224.0,3.0,1907.0,3.4,19.99,7.0,22.4108,2020-07-18T20:01:33.61Z,19.99,1913.0,906.0
3139,70434-1,Supernatural Race Car,2020.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,244.0,3.0,1795.0,3.7,29.99,6.0,35.0,2020-07-18T20:00:58.937Z,29.99,1808.0,1051.0
3140,70435-1,Newbury Abandoned Prison,2020.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,400.0,4.0,1515.0,3.9,39.99,4.0,70.0,2020-07-18T20:01:19.22Z,39.99,1523.0,1077.0
3141,70436-1,Phantom Fire Truck 3000,2020.0,Hidden Side,Action/Adventure,,Normal,Box,2.0,Retail,760.0,6.0,1772.0,4.1,59.99,3.0,90.0,2020-05-31T21:35:47.997Z,59.99,1778.0,1281.0
